image_name,target
ISIC_1232384,1
ISIC_1232516,1
ISIC_1232959,1
ISIC_1233031,1
ISIC_1237516,1
ISIC_1238085,1
ISIC_1239762,1
ISIC_1240474,1
ISIC_1240605,1
ISIC_1241336,1
ISIC_1243055,1
ISIC_1243451,1
ISIC_1245861,1
ISIC_1246555,1
ISIC_1247091,1
ISIC_1247763,1
ISIC_1250412,1
ISIC_1250792,1
ISIC_1250843,1
ISIC_1251035,1
ISIC_1252180,1
ISIC_1252290,1
ISIC_1252572,0
ISIC_1254895,1
ISIC_1255884,0
ISIC_1257092,1
ISIC_1259317,0
ISIC_1259499,1
ISIC_1259507,0
ISIC_1262649,1
ISIC_1263999,0
ISIC_1265244,1
ISIC_1266629,1
ISIC_1267011,0
ISIC_1268457,1
ISIC_1268852,1
ISIC_1269448,1
ISIC_1270937,0
ISIC_1272837,1
ISIC_1272916,1
ISIC_1273228,0
ISIC_1274178,1
ISIC_1274198,1
ISIC_1274368,1
ISIC_1274831,1
ISIC_1275598,1
ISIC_1276006,0
ISIC_1276962,1
ISIC_1279577,0
ISIC_1282378,0
ISIC_1284492,0
ISIC_1287205,1
ISIC_1287301,1
ISIC_1287491,1
ISIC_1288537,1
ISIC_1288766,1
ISIC_1289402,1
ISIC_1289443,0
ISIC_1291312,1
ISIC_1291467,1
ISIC_1292306,1
ISIC_1292732,0
ISIC_1293599,1
ISIC_1294368,1
ISIC_1295270,1
ISIC_1295502,1
ISIC_1295996,0
ISIC_1296465,0
ISIC_1296518,0
ISIC_1298073,1
ISIC_1298271,1
ISIC_1298314,1
ISIC_1299043,1
ISIC_1300339,1
ISIC_1301352,1
ISIC_1302381,0
ISIC_1302641,0
ISIC_1303456,1
ISIC_1303488,1
ISIC_1304223,1
ISIC_1307847,1
ISIC_1309515,0
ISIC_1309738,1
ISIC_1310559,0
ISIC_1310949,1
ISIC_1311253,1
ISIC_1312041,0
ISIC_1312853,1
ISIC_1312972,0
ISIC_1314094,0
ISIC_1314492,1
ISIC_1314801,1
ISIC_1314865,1
ISIC_1318038,0
ISIC_1318162,1
ISIC_1320337,0
ISIC_1321208,1
ISIC_1323271,0
ISIC_1324913,1
ISIC_1326532,1
ISIC_1326902,1
ISIC_1327968,1
ISIC_1328108,1
ISIC_1329809,0
ISIC_1330140,1
ISIC_1330381,1
ISIC_1330680,0
ISIC_1330788,1
ISIC_1331088,1
ISIC_1332157,1
ISIC_1332641,1
ISIC_1332916,1
ISIC_1334645,1
ISIC_1335280,1
ISIC_1336046,1
ISIC_1336814,0
ISIC_1337523,1
ISIC_1338474,1
ISIC_1339609,1
ISIC_1341095,0
ISIC_1341798,1
ISIC_1344088,1
ISIC_1345717,0
ISIC_1345725,1
ISIC_1347156,1
ISIC_1347351,1
ISIC_1349845,1
ISIC_1350069,1
ISIC_1350554,1
ISIC_1351779,1
ISIC_1352021,1
ISIC_1352715,1
ISIC_1354933,1
ISIC_1357865,1
ISIC_1360798,1
ISIC_1362227,1
ISIC_1364556,1
ISIC_1364884,1
ISIC_1365026,1
ISIC_1365041,0
ISIC_1365267,1
ISIC_1365577,0
ISIC_1365932,1
ISIC_1366473,1
ISIC_1367005,1
ISIC_1368206,1
ISIC_1368685,0
ISIC_1369027,1
ISIC_1369798,1
ISIC_1370096,1
ISIC_1371230,0
ISIC_1371478,0
ISIC_1372515,0
ISIC_1373663,1
ISIC_1373840,1
ISIC_1373939,0
ISIC_1374185,1
ISIC_1377690,1
ISIC_1377845,0
ISIC_1378676,1
ISIC_1378689,1
ISIC_1378795,1
ISIC_1379570,1
ISIC_1379838,1
ISIC_1380076,1
ISIC_1380210,1
ISIC_1381020,1
ISIC_1383050,0
ISIC_1383156,0
ISIC_1384746,1
ISIC_1387243,1
ISIC_1389671,1
ISIC_1389736,0
ISIC_1390156,1
ISIC_1392557,1
ISIC_1395135,0
ISIC_1395286,0
ISIC_1397455,0
ISIC_1397473,0
ISIC_1398333,1
ISIC_1398911,1
ISIC_1398977,1
ISIC_1399260,1
ISIC_1401389,1
ISIC_1403558,0
ISIC_1404760,1
ISIC_1405006,0
ISIC_1405039,1
ISIC_1406000,1
ISIC_1406733,0
ISIC_1407049,1
ISIC_1407308,1
ISIC_1408106,1
ISIC_1408400,1
ISIC_1408761,1
ISIC_1409028,1
ISIC_1409447,1
ISIC_1409994,1
ISIC_1410492,1
ISIC_1410574,0
ISIC_1410832,1
ISIC_1413464,1
ISIC_1414519,1
ISIC_1415022,1
ISIC_1416658,1
ISIC_1419471,1
ISIC_1420424,1
ISIC_1425639,1
ISIC_1426190,1
ISIC_1426651,1
ISIC_1427578,1
ISIC_1427970,1
ISIC_1428303,0
ISIC_1429482,1
ISIC_1429763,1
ISIC_1429860,1
ISIC_1431583,0
ISIC_1434736,1
ISIC_1434910,0
ISIC_1435395,1
ISIC_1435661,0
ISIC_1436510,1
ISIC_1437457,1
ISIC_1437627,1
ISIC_1437807,1
ISIC_1438103,1
ISIC_1438138,1
ISIC_1439030,1
ISIC_1439170,0
ISIC_1440160,1
ISIC_1441157,0
ISIC_1442489,0
ISIC_1443365,1
ISIC_1443435,1
ISIC_1444444,1
ISIC_1445438,1
ISIC_1446658,1
ISIC_1447572,0
ISIC_1448268,1
ISIC_1448952,1
ISIC_1449628,1
ISIC_1450044,1
ISIC_1450396,1
ISIC_1452056,1
ISIC_1452059,1
ISIC_1453459,0
ISIC_1453553,1
ISIC_1453620,1
ISIC_1454344,0
ISIC_1455340,1
ISIC_1455551,1
ISIC_1455912,1
ISIC_1455951,1
ISIC_1458550,0
ISIC_1460169,1
ISIC_1461574,0
ISIC_1461703,1
ISIC_1462390,0
ISIC_1464049,1
ISIC_1464264,1
ISIC_1464282,1
ISIC_1468493,1
ISIC_1469194,1
ISIC_1469237,0
ISIC_1472690,1
ISIC_1472890,1
ISIC_1476421,1
ISIC_1479061,1
ISIC_1479607,1
ISIC_1482083,1
ISIC_1484704,1
ISIC_1485441,1
ISIC_1486500,0
ISIC_1486861,1
ISIC_1487812,1
ISIC_1488723,1
ISIC_1489102,1
ISIC_1490243,0
ISIC_1490310,1
ISIC_1490432,1
ISIC_1491052,1
ISIC_1491228,0
ISIC_1491380,1
ISIC_1491444,1
ISIC_1491508,0
ISIC_1492099,0
ISIC_1492334,1
ISIC_1493259,1
ISIC_1493810,1
ISIC_1493995,1
ISIC_1494327,0
ISIC_1496854,1
ISIC_1497685,1
ISIC_1499220,1
ISIC_1499779,1
ISIC_1500181,1
ISIC_1500701,0
ISIC_1500934,1
ISIC_1500989,1
ISIC_1501518,1
ISIC_1502569,0
ISIC_1503527,1
ISIC_1503905,1
ISIC_1504632,1
ISIC_1504664,0
ISIC_1504772,1
ISIC_1505785,1
ISIC_1505787,1
ISIC_1505882,1
ISIC_1505931,1
ISIC_1508521,1
ISIC_1508888,0
ISIC_1509034,1
ISIC_1509223,1
ISIC_1509856,1
ISIC_1510438,1
ISIC_1510485,1
ISIC_1510820,1
ISIC_1511752,1
ISIC_1512287,1
ISIC_1512688,0
ISIC_1513292,1
ISIC_1514638,1
ISIC_1516113,1
ISIC_1518913,1
ISIC_1519960,1
ISIC_1521112,1
ISIC_1521467,1
ISIC_1522384,1
ISIC_1522983,1
ISIC_1523725,1
ISIC_1524188,1
ISIC_1524620,0
ISIC_1525226,1
ISIC_1525882,0
ISIC_1526154,1
ISIC_1526973,1
ISIC_1527539,0
ISIC_1528298,1
ISIC_1530517,1
ISIC_1533487,1
ISIC_1535298,1
ISIC_1536224,0
ISIC_1536371,1
ISIC_1536840,1
ISIC_1536844,0
ISIC_1537434,1
ISIC_1537627,1
ISIC_1538921,1
ISIC_1539108,1
ISIC_1539449,1
ISIC_1539596,1
ISIC_1541371,0
ISIC_1541384,1
ISIC_1541719,1
ISIC_1541919,1
ISIC_1542403,1
ISIC_1543649,1
ISIC_1544307,0
ISIC_1544376,0
ISIC_1544989,1
ISIC_1545466,1
ISIC_1545645,1
ISIC_1546421,1
ISIC_1551763,1
ISIC_1552117,0
ISIC_1553968,1
ISIC_1554000,1
ISIC_1554262,1
ISIC_1558004,1
ISIC_1558567,0
ISIC_1560324,1
ISIC_1560363,1
ISIC_1560689,1
ISIC_1560978,0
ISIC_1561927,1
ISIC_1562503,1
ISIC_1564663,1
ISIC_1565187,1
ISIC_1565504,1
ISIC_1566553,1
ISIC_1567171,0
ISIC_1567513,1
ISIC_1567545,1
ISIC_1567554,1
ISIC_1567755,1
ISIC_1569193,1
ISIC_1570233,1
ISIC_1571910,1
ISIC_1576440,1
ISIC_1577307,1
ISIC_1577729,1
ISIC_1578405,1
ISIC_1579773,1
ISIC_1581247,1
ISIC_1582062,1
ISIC_1582282,0
ISIC_1584462,0
ISIC_1586288,1
ISIC_1586360,1
ISIC_1589060,1
ISIC_1589872,0
ISIC_1589895,1
ISIC_1590307,1
ISIC_1591962,0
ISIC_1592464,1
ISIC_1593714,1
ISIC_1596422,0
ISIC_1599454,0
ISIC_1600066,1
ISIC_1600890,1
ISIC_1601014,0
ISIC_1603921,1
ISIC_1605133,1
ISIC_1605633,1
ISIC_1605845,1
ISIC_1607922,1
ISIC_1608729,1
ISIC_1608811,1
ISIC_1608962,1
ISIC_1611477,1
ISIC_1611666,1
ISIC_1612523,1
ISIC_1613476,1
ISIC_1613528,0
ISIC_1613780,1
ISIC_1614037,0
ISIC_1615667,0
ISIC_1615785,1
ISIC_1619137,1
ISIC_1621521,1
ISIC_1621972,0
ISIC_1624232,1
ISIC_1624465,1
ISIC_1624776,0
ISIC_1626751,0
ISIC_1627413,1
ISIC_1627619,1
ISIC_1628162,1
ISIC_1628721,0
ISIC_1630003,0
ISIC_1630017,1
ISIC_1631155,0
ISIC_1632378,1
ISIC_1632938,1
ISIC_1634129,0
ISIC_1637450,1
ISIC_1637595,1
ISIC_1639429,1
ISIC_1640686,0
ISIC_1641015,1
ISIC_1642210,1
ISIC_1642626,0
ISIC_1643353,1
ISIC_1643380,1
ISIC_1643383,1
ISIC_1643984,1
ISIC_1644228,1
ISIC_1644845,1
ISIC_1645390,1
ISIC_1645689,1
ISIC_1646877,1
ISIC_1646969,1
ISIC_1648251,1
ISIC_1648791,0
ISIC_1649659,1
ISIC_1649760,1
ISIC_1650615,1
ISIC_1651006,1
ISIC_1651164,0
ISIC_1653663,0
ISIC_1653866,1
ISIC_1654007,1
ISIC_1656201,1
ISIC_1656828,0
ISIC_1657960,0
ISIC_1658310,1
ISIC_1659276,1
ISIC_1661254,1
ISIC_1661794,1
ISIC_1663074,1
ISIC_1663587,1
ISIC_1663846,1
ISIC_1665747,1
ISIC_1666748,1
ISIC_1667112,1
ISIC_1667159,1
ISIC_1667598,0
ISIC_1668197,1
ISIC_1668229,1
ISIC_1668526,1
ISIC_1669403,1
ISIC_1670585,0
ISIC_1670692,1
ISIC_1672482,1
ISIC_1673959,1
ISIC_1674326,1
ISIC_1674796,1
ISIC_1675841,1
ISIC_1676054,1
ISIC_1678192,1
ISIC_1678274,0
ISIC_1679661,0
ISIC_1681968,1
ISIC_1682504,1
ISIC_1682998,1
ISIC_1683990,1
ISIC_1684260,1
ISIC_1687730,0
ISIC_1688603,0
ISIC_1692314,1
ISIC_1692403,1
ISIC_1693098,1
ISIC_1693659,0
ISIC_1693702,1
ISIC_1694285,1
ISIC_1696249,0
ISIC_1700495,0
ISIC_1700520,1
ISIC_1701367,1
ISIC_1702162,1
ISIC_1702881,1
ISIC_1703222,1
ISIC_1703271,1
ISIC_1703287,0
ISIC_1703904,0
ISIC_1704686,1
ISIC_1705153,1
ISIC_1705269,1
ISIC_1705293,1
ISIC_1705442,1
ISIC_1706022,1
ISIC_1706501,1
ISIC_1706576,1
ISIC_1706606,0
ISIC_1706957,1
ISIC_1707818,1
ISIC_1708329,1
ISIC_1708417,0
ISIC_1708646,0
ISIC_1710649,1
ISIC_1710811,1
ISIC_1710825,0
ISIC_1713249,1
ISIC_1713289,1
ISIC_1713496,1
ISIC_1715003,0
ISIC_1715664,1
ISIC_1716015,1
ISIC_1716427,1
ISIC_1718359,1
ISIC_1718644,1
ISIC_1720393,1
ISIC_1721280,1
ISIC_1724249,1
ISIC_1725083,1
ISIC_1727295,1
ISIC_1728629,1
ISIC_1730198,1
ISIC_1731168,1
ISIC_1731447,1
ISIC_1732032,1
ISIC_1732833,1
ISIC_1733178,1
ISIC_1733359,1
ISIC_1734389,1
ISIC_1734464,1
ISIC_1738247,1
ISIC_1739371,1
ISIC_1742142,1
ISIC_1743829,1
ISIC_1746690,0
ISIC_1747010,1
ISIC_1748369,1
ISIC_1749366,1
ISIC_1749390,0
ISIC_1749542,1
ISIC_1750274,1
ISIC_1750738,1
ISIC_1751462,1
ISIC_1752018,1
ISIC_1754283,0
ISIC_1754841,0
ISIC_1754913,1
ISIC_1754946,1
ISIC_1756367,1
ISIC_1756907,0
ISIC_1757181,0
ISIC_1757767,1
ISIC_1760446,1
ISIC_1760606,0
ISIC_1760853,1
ISIC_1762237,0
ISIC_1763815,1
ISIC_1764662,1
ISIC_1768341,0
ISIC_1769691,1
ISIC_1770071,0
ISIC_1770261,1
ISIC_1772126,0
ISIC_1772418,1
ISIC_1774238,1
ISIC_1775703,1
ISIC_1775885,1
ISIC_1776632,0
ISIC_1777399,1
ISIC_1777932,1
ISIC_1778123,0
ISIC_1778659,1
ISIC_1781813,0
ISIC_1782165,1
ISIC_1782744,1
ISIC_1784054,1
ISIC_1785643,0
ISIC_1786585,1
ISIC_1786786,1
ISIC_1788431,0
ISIC_1789614,0
ISIC_1790656,1
ISIC_1790730,1
ISIC_1790991,1
ISIC_1792101,0
ISIC_1793248,1
ISIC_1794017,1
ISIC_1794134,1
ISIC_1794778,1
ISIC_1796766,1
ISIC_1797636,1
ISIC_1799075,1
ISIC_1799089,0
ISIC_1799448,0
ISIC_1801652,1
ISIC_1804301,0
ISIC_1804517,0
ISIC_1806150,1
ISIC_1806229,0
ISIC_1807544,1
ISIC_1808187,1
ISIC_1808628,1
ISIC_1809213,1
ISIC_1809407,0
ISIC_1809790,1
ISIC_1812060,1
ISIC_1813039,1
ISIC_1814693,0
ISIC_1816112,0
ISIC_1816391,1
ISIC_1818358,0
ISIC_1819117,1
ISIC_1819538,1
ISIC_1822720,0
ISIC_1822797,1
ISIC_1822809,1
ISIC_1824174,1
ISIC_1826106,1
ISIC_1827695,0
ISIC_1828583,1
ISIC_1829787,1
ISIC_1830939,1
ISIC_1831149,1
ISIC_1831532,1
ISIC_1836525,1
ISIC_1837240,1
ISIC_1837615,0
ISIC_1838229,0
ISIC_1841330,1
ISIC_1841540,1
ISIC_1841758,1
ISIC_1842338,1
ISIC_1842457,1
ISIC_1843255,1
ISIC_1843948,1
ISIC_1844023,1
ISIC_1845160,1
ISIC_1845560,0
ISIC_1847600,1
ISIC_1847981,1
ISIC_1848625,1
ISIC_1848959,1
ISIC_1849238,0
ISIC_1849240,1
ISIC_1849415,0
ISIC_1850537,1
ISIC_1852113,1
ISIC_1853428,1
ISIC_1853981,0
ISIC_1854252,0
ISIC_1854364,1
ISIC_1854712,1
ISIC_1854733,0
ISIC_1855110,1
ISIC_1855861,0
ISIC_1856864,0
ISIC_1857341,1
ISIC_1859623,1
ISIC_1861560,1
ISIC_1861675,0
ISIC_1862054,0
ISIC_1862370,0
ISIC_1862706,1
ISIC_1864809,0
ISIC_1867969,1
ISIC_1868591,1
ISIC_1868616,1
ISIC_1869144,0
ISIC_1869410,1
ISIC_1869472,1
ISIC_1869524,1
ISIC_1870646,1
ISIC_1871539,0
ISIC_1871802,1
ISIC_1872208,1
ISIC_1872429,1
ISIC_1872664,1
ISIC_1873885,0
ISIC_1875012,1
ISIC_1876605,1
ISIC_1879385,1
ISIC_1884196,0
ISIC_1889076,1
ISIC_1889661,0
ISIC_1890526,1
ISIC_1892060,0
ISIC_1893315,1
ISIC_1896169,0
ISIC_1899151,1
ISIC_1899160,0
ISIC_1899951,1
ISIC_1901233,1
ISIC_1901270,1
ISIC_1901914,1
ISIC_1901966,1
ISIC_1903251,1
ISIC_1903896,1
ISIC_1904819,1
ISIC_1904851,0
ISIC_1905336,1
ISIC_1905650,1
ISIC_1907520,1
ISIC_1908456,1
ISIC_1909382,1
ISIC_1909444,1
ISIC_1909792,0
ISIC_1911649,0
ISIC_1914789,1
ISIC_1915703,1
ISIC_1915940,1
ISIC_1916336,1
ISIC_1916926,0
ISIC_1918712,0
ISIC_1919639,1
ISIC_1919653,1
ISIC_1921353,1
ISIC_1921535,1
ISIC_1922297,1
ISIC_1923321,1
ISIC_1923548,1
ISIC_1925250,1
ISIC_1925361,0
ISIC_1928148,0
ISIC_1928950,1
ISIC_1929568,0
ISIC_1930126,0
ISIC_1930217,1
ISIC_1930434,1
ISIC_1930714,0
ISIC_1931106,1
ISIC_1932316,1
ISIC_1933590,1
ISIC_1933796,1
ISIC_1938413,1
ISIC_1939295,0
ISIC_1939639,1
ISIC_1939694,1
ISIC_1943452,1
ISIC_1943685,0
ISIC_1944579,1
ISIC_1945063,0
ISIC_1945834,0
ISIC_1948461,1
ISIC_1948821,1
ISIC_1950045,1
ISIC_1950615,0
ISIC_1950638,1
ISIC_1955599,0
ISIC_1957738,1
ISIC_1958290,0
ISIC_1958365,1
ISIC_1959304,1
ISIC_1960265,1
ISIC_1960412,1
ISIC_1960896,1
ISIC_1961320,1
ISIC_1962149,0
ISIC_1962284,1
ISIC_1963216,1
ISIC_1963859,0
ISIC_1964225,1
ISIC_1964359,1
ISIC_1964684,1
ISIC_1964724,1
ISIC_1965370,1
ISIC_1966654,1
ISIC_1967981,1
ISIC_1968238,1
ISIC_1971054,1
ISIC_1971195,1
ISIC_1972102,1
ISIC_1972390,1
ISIC_1972980,1
ISIC_1973133,1
ISIC_1973435,1
ISIC_1974608,1
ISIC_1975904,1
ISIC_1976012,1
ISIC_1976458,1
ISIC_1977344,1
ISIC_1978029,1
ISIC_1978115,1
ISIC_1979700,0
ISIC_1979791,1
ISIC_1979834,0
ISIC_1981662,1
ISIC_1983776,1
ISIC_1984907,1
ISIC_1985866,1
ISIC_1985997,1
ISIC_1987915,1
ISIC_1989507,0
ISIC_1989748,1
ISIC_1990737,1
ISIC_1991199,1
ISIC_1991799,0
ISIC_1991846,1
ISIC_1991948,1
ISIC_1993038,1
ISIC_1993897,1
ISIC_1994540,1
ISIC_1994651,1
ISIC_1995421,1
ISIC_1997899,0
ISIC_1998888,1
ISIC_1999001,0
ISIC_1999035,1
ISIC_2001020,1
ISIC_2002073,1
ISIC_2002894,1
ISIC_2003875,1
ISIC_2004591,1
ISIC_2005414,1
ISIC_2006136,1
ISIC_2006348,1
ISIC_2007351,1
ISIC_2008775,1
ISIC_2010437,0
ISIC_2010488,1
ISIC_2010708,1
ISIC_2011318,1
ISIC_2012132,1
ISIC_2012835,0
ISIC_2013071,1
ISIC_2014416,1
ISIC_2016398,1
ISIC_2017339,1
ISIC_2018731,1
ISIC_2019118,1
ISIC_2020304,1
ISIC_2020310,0
ISIC_2021463,1
ISIC_2022961,1
ISIC_2023025,1
ISIC_2024876,1
ISIC_2025954,0
ISIC_2026740,1
ISIC_2026783,1
ISIC_2027169,1
ISIC_2027217,0
ISIC_2028270,1
ISIC_2028661,1
ISIC_2028814,0
ISIC_2030300,1
ISIC_2030721,1
ISIC_2031662,1
ISIC_2031854,0
ISIC_2036286,1
ISIC_2036808,0
ISIC_2037167,1
ISIC_2041483,0
ISIC_2042663,0
ISIC_2044484,1
ISIC_2045072,1
ISIC_2046064,0
ISIC_2047288,1
ISIC_2048015,1
ISIC_2048420,1
ISIC_2048538,1
ISIC_2052072,1
ISIC_2052123,1
ISIC_2052216,1
ISIC_2052657,1
ISIC_2053196,0
ISIC_2057421,1
ISIC_2057540,1
ISIC_2058581,1
ISIC_2060034,0
ISIC_2061280,1
ISIC_2061556,1
ISIC_2061789,0
ISIC_2062636,0
ISIC_2063499,1
ISIC_2063769,1
ISIC_2064001,1
ISIC_2064311,0
ISIC_2065096,1
ISIC_2066525,1
ISIC_2068012,1
ISIC_2070985,0
ISIC_2072231,0
ISIC_2072677,1
ISIC_2073455,1
ISIC_2076513,1
ISIC_2076526,0
ISIC_2077755,1
ISIC_2078213,1
ISIC_2078598,1
ISIC_2081166,1
ISIC_2081747,1
ISIC_2082074,1
ISIC_2082786,1
ISIC_2083907,1
ISIC_2085335,1
ISIC_2085532,1
ISIC_2086396,1
ISIC_2086981,1
ISIC_2090096,1
ISIC_2090447,1
ISIC_2091124,1
ISIC_2091552,0
ISIC_2091778,0
ISIC_2091950,1
ISIC_2092207,1
ISIC_2097849,1
ISIC_2098283,1
ISIC_2098553,1
ISIC_2099194,1
ISIC_2100541,1
ISIC_2101606,0
ISIC_2101858,1
ISIC_2101968,1
ISIC_2103282,0
ISIC_2107222,0
ISIC_2107726,0
ISIC_2109743,1
ISIC_2110127,1
ISIC_2111533,1
ISIC_2112305,1
ISIC_2112785,1
ISIC_2113940,1
ISIC_2114050,1
ISIC_2114263,1
ISIC_2116270,0
ISIC_2117237,1
ISIC_2117677,1
ISIC_2121078,1
ISIC_2121807,0
ISIC_2123345,1
ISIC_2123792,1
ISIC_2124161,1
ISIC_2124346,0
ISIC_2126077,1
ISIC_2126643,1
ISIC_2126660,1
ISIC_2127268,1
ISIC_2127295,0
ISIC_2128231,1
ISIC_2128809,1
ISIC_2130246,1
ISIC_2131119,1
ISIC_2131410,1
ISIC_2132834,1
ISIC_2133395,1
ISIC_2135080,1
ISIC_2135179,1
ISIC_2135474,1
ISIC_2137918,0
ISIC_2138606,1
ISIC_2139650,1
ISIC_2140269,1
ISIC_2141047,0
ISIC_2141397,0
ISIC_2141980,0
ISIC_2143813,1
ISIC_2144820,1
ISIC_2146275,0
ISIC_2146675,1
ISIC_2147183,1
ISIC_2150591,1
ISIC_2151464,1
ISIC_2153145,1
ISIC_2153703,0
ISIC_2154611,1
ISIC_2154887,1
ISIC_2156704,1
ISIC_2157987,1
ISIC_2158828,1
ISIC_2158927,1
ISIC_2160108,1
ISIC_2160245,1
ISIC_2160556,1
ISIC_2161474,1
ISIC_2161550,1
ISIC_2163889,1
ISIC_2164236,1
ISIC_2165271,0
ISIC_2166967,1
ISIC_2167112,0
ISIC_2167475,0
ISIC_2168492,1
ISIC_2168500,0
ISIC_2169494,0
ISIC_2169735,1
ISIC_2169791,1
ISIC_2170268,1
ISIC_2170613,0
ISIC_2172665,0
ISIC_2173206,0
ISIC_2173547,1
ISIC_2173996,1
ISIC_2174782,0
ISIC_2175166,1
ISIC_2175185,1
ISIC_2177135,1
ISIC_2177160,1
ISIC_2177745,0
ISIC_2178381,1
ISIC_2180091,1
ISIC_2181071,1
ISIC_2181102,1
ISIC_2186058,1
ISIC_2186989,1
ISIC_2190511,0
ISIC_2192031,0
ISIC_2193384,1
ISIC_2194488,1
ISIC_2195519,0
ISIC_2196128,1
ISIC_2197088,0
ISIC_2197089,1
ISIC_2197557,1
ISIC_2199908,1
ISIC_2199992,1
ISIC_2200299,0
ISIC_2200424,1
ISIC_2200716,1
ISIC_2201088,1
ISIC_2201845,0
ISIC_2203150,1
ISIC_2206003,1
ISIC_2206715,1
ISIC_2206805,1
ISIC_2206841,1
ISIC_2207844,0
ISIC_2209760,1
ISIC_2210322,0
ISIC_2211622,1
ISIC_2212058,0
ISIC_2212377,1
ISIC_2213417,1
ISIC_2214406,0
ISIC_2215273,0
ISIC_2216819,1
ISIC_2218693,1
ISIC_2219764,1
ISIC_2220034,1
ISIC_2221633,1
ISIC_2222334,1
ISIC_2222926,1
ISIC_2222945,1
ISIC_2223450,1
ISIC_2225182,1
ISIC_2226191,1
ISIC_2227222,1
ISIC_2227618,1
ISIC_2227977,1
ISIC_2230091,1
ISIC_2231759,1
ISIC_2232098,1
ISIC_2232480,0
ISIC_2234584,1
ISIC_2234748,0
ISIC_2235048,1
ISIC_2236063,1
ISIC_2237180,1
ISIC_2238588,1
ISIC_2238649,1
ISIC_2239209,1
ISIC_2239493,1
ISIC_2242712,1
ISIC_2243016,0
ISIC_2243107,1
ISIC_2243446,1
ISIC_2243709,1
ISIC_2245413,1
ISIC_2246018,0
ISIC_2247265,0
ISIC_2247854,1
ISIC_2248386,0
ISIC_2249437,1
ISIC_2249717,1
ISIC_2250003,1
ISIC_2250096,0
ISIC_2250635,1
ISIC_2251334,0
ISIC_2251650,1
ISIC_2252108,1
ISIC_2256559,1
ISIC_2257079,0
ISIC_2257432,1
ISIC_2257581,1
ISIC_2258860,1
ISIC_2259890,1
ISIC_2260408,0
ISIC_2260510,1
ISIC_2261214,1
ISIC_2261454,1
ISIC_2261928,1
ISIC_2262339,1
ISIC_2262452,1
ISIC_2262489,0
ISIC_2263660,1
ISIC_2265045,1
ISIC_2266450,1
ISIC_2268765,0
ISIC_2269465,1
ISIC_2270724,0
ISIC_2271491,1
ISIC_2272001,1
ISIC_2272503,1
ISIC_2273163,1
ISIC_2279726,1
ISIC_2282109,1
ISIC_2282345,1
ISIC_2283208,0
ISIC_2283437,1
ISIC_2283737,1
ISIC_2285024,1
ISIC_2287032,1
ISIC_2287895,1
ISIC_2288144,1
ISIC_2288850,1
ISIC_2288903,0
ISIC_2289103,1
ISIC_2289266,1
ISIC_2289760,0
ISIC_2290433,1
ISIC_2291540,1
ISIC_2291889,1
ISIC_2292060,0
ISIC_2292062,1
ISIC_2293792,1
ISIC_2294184,1
ISIC_2294460,1
ISIC_2294605,0
ISIC_2294700,1
ISIC_2294715,1
ISIC_2295249,1
ISIC_2295564,1
ISIC_2295948,1
ISIC_2297362,0
ISIC_2298717,1
ISIC_2299874,1
ISIC_2300548,1
ISIC_2301872,1
ISIC_2302436,1
ISIC_2302963,1
ISIC_2303199,1
ISIC_2305526,1
ISIC_2305597,1
ISIC_2305889,1
ISIC_2306515,1
ISIC_2307680,0
ISIC_2309234,1
ISIC_2309583,1
ISIC_2311833,0
ISIC_2311953,1
ISIC_2313463,0
ISIC_2314122,1
ISIC_2314219,1
ISIC_2316085,1
ISIC_2316690,0
ISIC_2318474,1
ISIC_2319713,1
ISIC_2320858,1
ISIC_2321599,1
ISIC_2323273,0
ISIC_2325773,1
ISIC_2326526,0
ISIC_2328559,1
ISIC_2328759,1
ISIC_2329290,0
ISIC_2330496,1
ISIC_2331559,0
ISIC_2332472,0
ISIC_2333413,0
ISIC_2334056,0
ISIC_2334396,1
ISIC_2334432,1
ISIC_2334492,0
ISIC_2334754,0
ISIC_2334952,1
ISIC_2335211,0
ISIC_2335684,1
ISIC_2336085,1
ISIC_2336499,1
ISIC_2338764,0
ISIC_2338846,1
ISIC_2341093,0
ISIC_2341309,1
ISIC_2341404,1
ISIC_2342385,0
ISIC_2343290,0
ISIC_2343523,1
ISIC_2343750,1
ISIC_2345071,0
ISIC_2346299,1
ISIC_2346853,0
ISIC_2347766,1
ISIC_2348669,0
ISIC_2349169,1
ISIC_2349239,1
ISIC_2349311,1
ISIC_2349724,1
ISIC_2350497,0
ISIC_2352123,1
ISIC_2353094,1
ISIC_2354916,1
ISIC_2356070,1
ISIC_2359511,1
ISIC_2360451,1
ISIC_2360513,1
ISIC_2361309,1
ISIC_2362115,1
ISIC_2365320,1
ISIC_2366902,1
ISIC_2367363,1
ISIC_2367894,0
ISIC_2368565,1
ISIC_2370537,1
ISIC_2370544,1
ISIC_2371211,0
ISIC_2372762,1
ISIC_2373942,1
ISIC_2374074,1
ISIC_2374969,1
ISIC_2374998,0
ISIC_2375697,1
ISIC_2376329,0
ISIC_2377475,1
ISIC_2377844,0
ISIC_2378774,0
ISIC_2378781,0
ISIC_2379321,0
ISIC_2380074,1
ISIC_2380257,1
ISIC_2382043,1
ISIC_2382142,0
ISIC_2382612,1
ISIC_2382928,0
ISIC_2382937,1
ISIC_2385082,1
ISIC_2385269,0
ISIC_2385371,1
